"content_id","title","type","description","release_year","genres_array","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","duration_num"
"04130aa32d7d451fb170bc276c47b5d9102911b68d1f370bca654c91dccf8633","Hotel Coppelia","MOVIE","1965, Dominican Republic. At a seaside brothel, the lives of a group of prostitutes take a dramatic turn when freedom fighters stage a revolutionary coup, making them realise they can have a better life and perhaps find love. But everything changes when the US army supresses the revolution and takes the brothel as a military base: the girls will have to face the dilemma of either sleeping with the enemy or protecting their dignity at all costs.","2021","['drama']","['DO']","","tt9497404","6.5","504.0","6.802","8.2","105"
"0416db0914c86693f3c7c2624e7b2e4a48e2f522e7a45656b6ffa7cdbac0f779","Freaks","MOVIE","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","1932","['drama', 'horror']","['US']","","tt0022913","7.9","45726.0","8.294","7.8","62"
"042329cc17ea37d417d25c6e282e284ec0d7465a33008122472e47018de17c35","Bridget Jones: The Edge of Reason","MOVIE","Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.","2004","['comedy', 'romance', 'drama', 'european']","['GB', 'US', 'FR', 'DE', 'IE']","","tt0317198","5.9","113155.0","14.223","6.3","108"
"04624bc2dfd87c65b54132db0e7e7f4cab7444b3f8b9a37c33857881573a60eb","Timecrimes","MOVIE","A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.","2007","['thriller', 'european', 'scifi', 'horror']","['ES']","","tt0480669","7.1","63113.0","14.294","7.0","92"
"04774a6c59f23ae91b6309a337a2c99a71e9ac10186553c3635c267eb89d01c1","ERASED","SHOW","Satoru Fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths. When his mother is killed he turns back time to solve the mystery, but ends up back in elementary school, just before the disappearance of his classmate Kayo.","2016","['drama', 'animation', 'fantasy', 'scifi', 'thriller']","['JP']","1.0","tt5249462","8.5","42699.0","21.821","8.7","22"
"04a2b3864c4ac1038bb44dbf72cf59e4d6191f733cc4530c2a9dd324d39dcce8","Havana Street Party Presents: Beatriz Luengo","MOVIE","Spanish singer Beatriz Luengo performs hits from her latest album \"Cuerpo and Alma\" in this special show full of Cuban music and flavor.","2021","['music']","['US']","","tt13937326","","","1.173","9.0","47"
"04b53b6ef2cf935826e20110e3066bcb4618e5a234a520b15596ec05d19f2872","Autumn Sonata","MOVIE","After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.","1978","['drama', 'european', 'music']","['DE', 'SE', 'FR']","","tt0077711","8.1","33650.0","10.286","8.0","99"
"04be64b4fb6ce9366697b0535297ae8c7bc4a2ae14b3df02f01eb8fb85570ca5","Picnic at Hanging Rock","MOVIE","In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.","1975","['thriller', 'drama']","['AU']","","tt0073540","7.4","37029.0","7.881","7.2","117"
"04c02765312bce498c5346280d020ab534f5db8ae7bc4ac1b6d83a23092e7c34","Vanilla Sky","MOVIE","David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.","2001","['romance', 'fantasy', 'scifi', 'thriller']","['US']","","tt0259711","6.9","261518.0","17.319","6.8","136"
"04c7801febc0e0cb221685a819d7b8787b636e60844c12d1a1063c0ece75c559","Paulie","MOVIE","Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives","1998","['comedy', 'drama', 'family']","['US']","","tt0125454","6.5","15223.0","10.421","6.8","91"
